route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1604,158,138,25
100,1555,110,119,36
101,1635,129,132,31
11,1627,116,96,31
12,1656,230,207,54
2,1048,54,46,10
400,954,76,77,24
7,1582,132,183,47
8A,3251,243,393,79
8B,3071,220,334,80
