route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1224,104,112,29
100,1332,103,176,40
101,1357,137,161,42
11,1150,80,114,39
12,1137,101,222,55
2,722,47,108,25
400,756,35,100,33
7,1313,98,181,57
8A,2558,174,280,64
8B,2596,172,361,88
