route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1199,83,54,16
100,1036,91,129,35
101,1102,91,85,20
11,1086,75,71,28
12,1449,155,187,31
2,889,47,48,14
400,478,20,40,5
7,1276,73,98,22
8A,2138,136,238,43
8B,2022,140,204,41
