route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1400,133,137,29
100,1479,147,138,34
101,1518,139,146,44
11,1343,154,172,62
12,1138,124,194,59
2,616,45,46,12
400,930,48,54,17
7,1187,87,211,52
8A,2700,171,238,74
8B,2680,174,257,88
