user_trip_id,start_time,end_time,start_longitude,start_latitude,end_longitude,end_latitude,distance,progression,users_helped,service_name,route_short_name,mode,start_stop_name,end_stop_name
1d463cad-a283-416d-aba0-26ea172c919b,2025-01-30 00:23:49 UTC,2025-01-30 00:27:00 UTC,-79.708233221408278,44.412725476179112,-79.706487,44.410655,364.124311598278,0.42006628725569772,,Walk,,Walk,,
1d463cad-a283-416d-aba0-26ea172c919b,2025-01-30 00:27:00 UTC,2025-01-30 01:20:00 UTC,-79.706492,44.410659,-79.643242,44.344964,16971.4779571966,0,0,Barrie Transit,8A,Transit,Georgian Mall,Madelaine Drive
1d463cad-a283-416d-aba0-26ea172c919b,2025-01-30 01:20:00 UTC,2025-01-30 01:25:29 UTC,-79.643207,44.344884,-79.640332423463818,44.343559651146244,367.83176695962192,0,,Walk,,Walk,,
d8ce15e6-0cf1-4ece-a98d-6d959165aa5e,2025-01-29 15:17:35 UTC,2025-01-29 15:16:09 UTC,-79.640332423463818,44.343559651146244,-79.643508,44.344746,0,1,,Walk,,Walk,,
d8ce15e6-0cf1-4ece-a98d-6d959165aa5e,2025-01-29 15:18:55 UTC,2025-01-29 16:10:13 UTC,-79.643539,44.344739000000004,-79.705107,44.411091,16726.438439739071,0.93873527123968414,18,Barrie Transit,8B,Transit,Madelaine Drive,Georgian Mall
d8ce15e6-0cf1-4ece-a98d-6d959165aa5e,2025-01-29 16:10:16 UTC,2025-01-29 16:17:35 UTC,-79.705101,44.411085,-79.708233221408278,44.412725476179112,494.91484967292172,0,,Walk,,Walk,,
df4f2d7f-07d4-40d2-a7a3-c44018f51ee7,2025-01-27 21:24:49 UTC,2025-01-27 21:20:39 UTC,-79.6691226987025,44.411825617969107,-79.669134,44.412091,0,1,,Walk,,Walk,,
df4f2d7f-07d4-40d2-a7a3-c44018f51ee7,2025-01-27 21:24:59 UTC,2025-01-27 21:48:18 UTC,-79.669134,44.412089000000009,-79.680276,44.340279,14474.48420691472,1,6,Barrie Transit,400,Transit,Georgian College,Park Place
df4f2d7f-07d4-40d2-a7a3-c44018f51ee7,2025-01-27 21:48:14 UTC,2025-01-27 21:48:18 UTC,-79.680276,44.340279,-79.680276,44.340279,0,1,,Walk,,Walk,,
df4f2d7f-07d4-40d2-a7a3-c44018f51ee7,2025-01-27 22:15:00 UTC,2025-01-27 22:26:00 UTC,-79.680276,44.340279,-79.659394,44.354389,4660.9866070026364,0,,Barrie Transit,12,Transit,Park Place,Loon Avenue
df4f2d7f-07d4-40d2-a7a3-c44018f51ee7,2025-01-27 22:26:00 UTC,2025-01-27 22:33:28 UTC,-79.659387,44.354372,-79.661325625197378,44.357929510008624,511.64418984166042,0,,Walk,,Walk,,
349f12a1-d34e-4604-92dd-4c056b6807a9,2025-01-28 18:00:25 UTC,2025-01-28 17:54:32 UTC,-79.6225657373105,44.351642236909939,-79.621925,44.349703000000005,0,1,,Walk,,Walk,,
349f12a1-d34e-4604-92dd-4c056b6807a9,2025-01-28 18:02:29 UTC,2025-01-28 18:04:29 UTC,-79.621964,44.349793,-79.62838600000002,44.35186199999999,1097.144033371944,0,0,Barrie Transit,12,Transit,Mapleview / Lily,Barrie South GO Station
349f12a1-d34e-4604-92dd-4c056b6807a9,2025-01-28 18:04:29 UTC,2025-01-28 18:04:29 UTC,-79.62838600000002,44.35186199999999,-79.628839907090125,44.351636895084013,0,0,,Walk,,Walk,,
3f16b09c-aa19-4e61-a2b6-7e171fc2ad70,2025-01-29 16:08:51 UTC,2025-01-29 16:03:18 UTC,-79.689720970596369,44.400148912060715,-79.689116,44.400034,0,1,,Walk,,Walk,,
3f16b09c-aa19-4e61-a2b6-7e171fc2ad70,2025-01-29 16:11:28 UTC,2025-01-29 16:18:44 UTC,-79.68909,44.400003,-79.692534,44.390191,1663.38794918424,1,11,Barrie Transit,7,Transit,Barrie North Collegiate,Maple / Ross
3f16b09c-aa19-4e61-a2b6-7e171fc2ad70,2025-01-29 16:25:14 UTC,2025-01-29 16:34:11 UTC,-79.692264,44.386225,-79.718929,44.398779,4318.02250234196,1,11,Barrie Transit,8B,Transit,Toronto Street,Cundles / Anne
3f16b09c-aa19-4e61-a2b6-7e171fc2ad70,2025-01-29 16:34:08 UTC,2025-01-29 16:34:11 UTC,-79.719006,44.398883000000005,-79.718785,44.399251,0,1,,Walk,,Walk,,
3f16b09c-aa19-4e61-a2b6-7e171fc2ad70,2025-01-29 16:43:46 UTC,2025-01-29 16:20:54 UTC,-79.69255,44.390184,-79.6922584512422,44.386224889063243,0,1,,Walk,,Walk,,
b937588c-7557-4bab-a622-28a755bef1ee,2025-01-24 15:34:21 UTC,2025-01-24 15:31:31 UTC,-79.689720970596369,44.400148912060715,-79.689116,44.400034,0,1,,Walk,,Walk,,
b937588c-7557-4bab-a622-28a755bef1ee,2025-01-24 15:38:04 UTC,2025-01-24 15:45:03 UTC,-79.68909,44.400003,-79.692534,44.390191,1662.496938174138,1,5,Barrie Transit,7,Transit,Barrie North Collegiate,Maple / Ross
b937588c-7557-4bab-a622-28a755bef1ee,2025-01-24 15:55:38 UTC,2025-01-24 16:03:06 UTC,-79.692264,44.386225,-79.718929,44.398779,4317.0565184806992,1,12,Barrie Transit,8B,Transit,Toronto Street,Cundles / Anne
b937588c-7557-4bab-a622-28a755bef1ee,2025-01-24 16:03:04 UTC,2025-01-24 16:03:06 UTC,-79.719006,44.398883000000005,-79.718785,44.399251,0,1,,Walk,,Walk,,
b937588c-7557-4bab-a622-28a755bef1ee,2025-01-24 16:11:43 UTC,2025-01-24 15:51:17 UTC,-79.69255,44.390184,-79.6922584512422,44.386224889063243,0,1,,Walk,,Walk,,
bf94b3a0-cd1d-4ff2-b364-13e9971d4902,2025-01-29 16:04:51 UTC,2025-01-29 16:22:00 UTC,-79.689857268154682,44.401044158303428,-79.684831,44.407378,1229.7553590568309,0.03115777668638435,,Walk,,Walk,,
bf94b3a0-cd1d-4ff2-b364-13e9971d4902,2025-01-29 16:22:00 UTC,2025-01-29 16:36:00 UTC,-79.684854,44.407404,-79.718983000000009,44.398321,5464.3636336920854,0,0,Barrie Transit,8A,Transit,Bell Farm / St Vincent,Anne / Cundles
bf94b3a0-cd1d-4ff2-b364-13e9971d4902,2025-01-29 16:36:00 UTC,2025-01-29 16:37:40 UTC,-79.718987,44.398325,-79.718787217859344,44.399248598119883,93.540898131837281,0,,Walk,,Walk,,
d3ad5c00-8c4e-40e4-990e-7c25e0dc6215,2025-01-29 20:32:35 UTC,2025-01-29 20:17:51 UTC,-79.705905758837034,44.404644971212605,-79.706834,44.404925999999996,0,1,,Walk,,Walk,,
d3ad5c00-8c4e-40e4-990e-7c25e0dc6215,2025-01-29 21:03:00 UTC,2025-01-29 21:07:46 UTC,-79.706896,44.404895,-79.718983000000009,44.398321,1384.7916330161031,0,0,Barrie Transit,8A,Transit,Kozlov / Cundles,Anne / Cundles
d3ad5c00-8c4e-40e4-990e-7c25e0dc6215,2025-01-29 21:07:46 UTC,2025-01-29 21:09:26 UTC,-79.718987,44.398325,-79.718787217859344,44.399248598119883,93.540898131837281,0,,Walk,,Walk,,
d521f462-25e6-449d-ad84-e7a62cf957e4,2025-01-28 23:43:30 UTC,2025-01-28 23:43:28 UTC,-79.667854085365,44.413626192068008,-79.668542,44.410445,0,1,,Walk,,Walk,,
d521f462-25e6-449d-ad84-e7a62cf957e4,2025-01-28 23:46:09 UTC,2025-01-29 00:03:33 UTC,-79.66854,44.410462,-79.719316,44.405965000000009,5735.0158200283722,1,0,Barrie Transit,11,Transit,Georgian College,Ford Street
d521f462-25e6-449d-ad84-e7a62cf957e4,2025-01-29 00:10:14 UTC,2025-01-29 00:10:15 UTC,-79.719279,44.405923,-79.724747321639029,44.408236232295074,0,1,,Walk,,Walk,,
006ed0e6-abaa-4e56-9353-d23b2e302faa,2025-01-29 21:24:53 UTC,2025-01-29 21:26:29 UTC,-79.66391800000001,44.347491,-79.648341,44.343668999999991,1932.009903045958,1,3,Barrie Transit,8B,Transit,Huronia Medical Clinic,Seline Crescent
006ed0e6-abaa-4e56-9353-d23b2e302faa,2025-01-29 21:29:21 UTC,2025-01-29 21:29:24 UTC,-79.648368,44.343729,-79.648174,44.339963,0,1,,Walk,,Walk,,
006ed0e6-abaa-4e56-9353-d23b2e302faa,2025-01-29 21:41:03 UTC,2025-01-29 21:22:57 UTC,-79.664172,44.348946,-79.663852059498936,44.347487454554276,0,1,,Walk,,Walk,,
