route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1253,127,104,25
100,1335,116,147,34
101,1427,117,184,39
11,1219,115,122,47
12,1145,107,187,61
2,560,22,51,13
400,755,33,64,27
7,1179,66,184,52
8A,2387,202,228,66
8B,2412,181,229,73
