route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1151,107,98,32
100,1044,65,122,33
101,1193,86,108,41
11,1092,87,54,10
12,1485,128,195,55
2,911,33,66,8
400,666,40,88,15
7,1279,60,193,57
8A,2556,204,267,98
8B,2508,199,251,80
