route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,957,54,47,9
100,938,84,132,40
101,945,89,121,36
11,904,66,44,13
12,1237,132,226,33
2,746,40,63,11
400,41,3,6,0
7,1082,72,137,27
8A,1841,151,184,29
8B,1622,109,216,42
