route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1038,80,63,13
100,937,68,130,32
101,956,101,103,21
11,893,67,50,14
12,1191,102,142,29
2,749,52,35,9
400,42,1,1,0
7,997,41,115,21
8A,1802,135,158,17
8B,1723,96,138,26
