route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1361,98,123,35
100,1410,98,140,44
101,1469,153,158,31
11,1324,97,175,55
12,1202,124,179,54
2,672,27,64,12
400,826,46,85,20
7,1440,120,282,80
8A,2646,210,302,73
8B,2597,172,287,63
