route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1391,99,96,40
100,1256,65,88,25
101,1450,97,141,36
11,1440,108,140,32
12,1681,157,241,48
2,991,43,52,14
400,778,45,103,24
7,1605,101,185,47
8A,2837,195,344,70
8B,2784,164,332,68
