route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,975,77,55,14
100,898,71,121,32
101,975,105,145,37
11,917,50,57,23
12,1190,110,168,35
2,710,44,47,12
400,27,2,4,0
7,963,49,133,20
8A,1813,126,168,31
8B,1754,128,163,25
