route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1297,112,59,23
100,1214,84,97,37
101,1232,103,128,30
11,1298,168,76,20
12,1484,159,196,57
2,851,40,62,14
400,780,43,61,25
7,1405,82,180,46
8A,2694,190,289,67
8B,2617,235,258,81
