route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1160,101,93,25
100,1092,79,158,24
101,1231,114,150,40
11,1027,88,88,19
12,1249,102,186,52
2,915,64,65,24
400,616,21,30,6
7,1185,57,168,30
8A,2186,168,254,57
8B,2109,151,177,34
