route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1138,104,66,15
100,1093,65,153,28
101,1146,67,101,28
11,1065,93,55,13
12,1371,156,222,36
2,983,71,87,20
400,569,28,50,5
7,1245,93,135,27
8A,2217,174,254,42
8B,2135,142,210,42
