route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1336,107,100,25
100,1536,142,160,46
101,1530,134,142,59
11,1312,108,111,31
12,1266,146,231,85
2,730,55,70,24
400,935,44,75,21
7,1404,81,229,53
8A,2780,162,309,72
8B,2752,164,248,79
