route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1328,95,116,26
100,1334,80,121,31
101,1421,90,143,38
11,1332,85,68,24
12,1462,178,220,66
2,877,45,57,13
400,720,28,84,25
7,1435,92,151,51
8A,2690,199,219,55
8B,2592,175,228,49
