route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,984,79,86,11
100,955,66,102,18
101,1018,73,136,32
11,948,71,53,14
12,1216,116,172,31
2,721,39,69,18
400,25,2,4,0
7,1061,67,107,34
8A,1753,119,162,19
8B,1697,87,183,30
