route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1315,110,104,26
100,1310,104,164,51
101,1378,129,133,40
11,1277,95,123,40
12,1226,129,195,67
2,675,19,59,16
400,806,26,61,8
7,1352,83,270,74
8A,2584,175,295,73
8B,2598,176,271,76
