route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,857,70,63,23
100,726,67,86,20
101,782,70,109,30
11,799,55,86,7
12,903,78,117,28
2,554,19,28,11
400,15,1,8,0
7,793,41,88,16
8A,1437,132,153,26
8B,1403,118,141,30
