route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1512,101,142,38
100,1430,83,193,33
101,1528,136,129,35
11,1444,95,148,52
12,1730,173,289,52
2,968,39,91,15
400,904,38,140,31
7,1621,113,258,56
8A,3123,229,349,60
8B,3021,216,419,88
