route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1602,92,87,23
100,1477,97,154,25
101,1620,130,131,43
11,1481,139,84,20
12,1626,171,211,54
2,1027,47,124,30
400,796,39,73,20
7,1573,66,167,31
8A,2913,205,261,55
8B,2790,237,251,56
