route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1545,122,130,39
100,1385,96,144,30
101,1577,95,144,38
11,1482,138,121,44
12,1745,179,329,67
2,908,35,72,24
400,969,58,171,22
7,1617,141,321,68
8A,3178,294,437,80
8B,3086,259,355,86
