route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1629,138,146,25
100,1648,87,155,35
101,1762,112,169,28
11,1605,142,177,45
12,1705,184,355,61
2,1052,40,90,14
400,1073,35,164,20
7,1748,122,386,76
8A,3372,191,474,63
8B,3173,206,378,65
