route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1368,104,102,37
100,1354,82,119,34
101,1379,97,100,29
11,1327,92,120,37
12,1522,122,215,46
2,872,42,103,17
400,963,63,125,25
7,1500,99,244,59
8A,2763,181,361,98
8B,2710,108,274,54
