route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,923,43,52,8
100,868,89,133,24
101,928,79,116,19
11,831,52,77,13
12,1036,83,195,15
2,634,37,98,10
400,42,1,17,0
7,913,59,138,11
8A,1551,96,152,12
8B,1486,97,172,21
