route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1543,144,158,34
100,1534,129,143,33
101,1559,158,160,59
11,1455,125,167,50
12,1570,151,253,78
2,854,38,85,23
400,1032,26,120,30
7,1628,146,357,86
8A,3104,244,422,113
8B,3077,251,320,89
