route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1541,141,124,44
100,1445,90,194,40
101,1622,118,144,36
11,1499,106,143,49
12,1542,187,256,65
2,928,49,58,8
400,811,37,105,32
7,1541,108,277,74
8A,3031,233,414,69
8B,2905,144,373,91
