route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1627,153,149,29
100,1614,99,144,34
101,1683,130,173,29
11,1627,117,168,46
12,1601,151,317,44
2,939,56,96,16
400,984,59,157,30
7,1550,125,240,58
8A,3182,198,360,67
8B,3072,170,332,77
