route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,866,70,61,20
100,757,94,113,23
101,805,94,111,36
11,792,69,69,21
12,853,89,104,18
2,510,36,27,3
400,12,3,3,0
7,791,34,81,16
8A,1356,94,164,28
8B,1378,105,151,19
