route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1234,139,116,25
100,1361,85,174,32
101,1401,135,152,41
11,1243,118,144,35
12,1288,141,226,46
2,621,25,42,6
400,815,36,104,22
7,1206,106,257,50
8A,2513,198,309,76
8B,2496,163,257,72
