route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1509,127,106,28
100,1518,141,113,31
101,1546,131,115,49
11,1422,153,97,26
12,1600,206,246,66
2,1000,40,50,9
400,819,50,70,20
7,1541,99,195,51
8A,2954,224,227,65
8B,2977,236,295,83
