route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1375,99,100,25
100,1296,93,121,35
101,1341,120,149,30
11,1332,100,107,37
12,1527,186,229,64
2,889,72,55,10
400,738,34,90,24
7,1410,93,164,40
8A,2697,210,204,50
8B,2589,168,215,49
