route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1180,90,75,32
100,1139,70,104,24
101,1181,86,100,29
11,1087,82,70,29
12,1561,175,237,48
2,908,34,82,19
400,497,30,42,6
7,1269,82,111,29
8A,2194,152,201,37
8B,2190,135,208,56
