route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1065,88,62,19
100,983,80,122,31
101,1046,73,121,20
11,991,74,97,27
12,1273,163,161,23
2,842,45,73,12
400,481,22,81,7
7,1103,82,173,23
8A,2145,157,195,30
8B,2055,155,174,38
