route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1331,107,129,33
100,1399,97,147,40
101,1441,154,140,34
11,1288,124,173,43
12,1317,118,239,53
2,729,18,62,18
400,814,37,114,32
7,1282,99,274,60
8A,2552,208,305,58
8B,2545,205,248,52
