route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1076,100,80,12
100,978,72,105,21
101,1068,89,71,25
11,1075,68,58,8
12,1460,168,196,47
2,866,46,53,18
400,570,46,36,8
7,1212,65,150,36
8A,2141,146,210,45
8B,2071,147,142,30
