route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1264,114,83,14
100,1273,102,135,36
101,1344,89,115,21
11,1279,65,56,10
12,1559,170,242,54
2,984,57,57,29
400,777,54,57,18
7,1431,90,137,42
8A,2818,185,317,54
8B,2713,190,248,60
