route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1060,66,74,13
100,1099,87,81,15
101,1140,107,145,41
11,1011,72,90,21
12,1177,118,180,51
2,641,51,72,18
400,624,15,65,8
7,1164,65,185,35
8A,2278,213,260,52
8B,2175,169,199,36
