route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1156,91,92,19
100,1164,93,114,18
101,1298,121,109,37
11,1099,78,80,19
12,1321,153,197,40
2,814,51,75,9
400,41,1,6,0
7,1324,94,130,30
8A,2049,179,244,38
8B,1960,145,247,44
