route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1761,162,175,39
100,1564,115,142,34
101,1683,129,149,33
11,1734,148,200,51
12,1657,209,296,58
2,1066,49,83,17
400,1030,56,143,34
7,1720,154,270,52
8A,3424,194,341,64
8B,3207,210,341,92
