route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1304,94,141,40
100,1356,108,141,35
101,1446,128,133,32
11,1285,94,124,36
12,1257,135,239,82
2,741,57,66,20
400,839,43,66,20
7,1471,117,240,86
8A,2694,193,299,73
8B,2591,168,271,68
