route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,886,56,89,20
100,858,60,81,23
101,875,82,105,27
11,754,68,72,14
12,962,77,152,29
2,577,37,57,5
400,17,4,5,0
7,945,31,128,5
8A,1573,131,212,34
8B,1492,132,176,26
