route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1032,93,53,6
100,1090,82,139,34
101,1127,73,159,28
11,1057,92,59,11
12,1171,133,209,45
2,758,34,78,13
400,27,3,5,0
7,1017,54,140,14
8A,1970,113,196,24
8B,1804,105,151,24
