route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,864,51,63,9
100,830,95,90,45
101,862,70,55,16
11,783,54,72,9
12,955,117,153,38
2,599,30,38,12
400,389,13,45,11
7,919,46,61,14
8A,1656,141,170,33
8B,1657,111,140,35
