route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1165,88,60,15
100,1165,94,103,39
101,1228,78,95,30
11,1152,111,68,22
12,1331,149,228,62
2,837,38,41,16
400,674,29,71,24
7,1212,63,152,39
8A,2298,194,278,85
8B,2323,179,222,58
