route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1183,67,66,19
100,1014,69,134,25
101,1082,100,123,26
11,1113,77,71,17
12,1331,136,144,44
2,949,77,73,7
400,473,23,84,8
7,1247,74,147,17
8A,2212,163,216,44
8B,2102,138,208,36
