route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1356,94,104,33
100,1549,132,155,43
101,1635,125,179,48
11,1325,105,131,32
12,1394,151,247,60
2,735,35,68,22
400,888,41,68,24
7,1385,103,161,52
8A,2801,187,313,82
8B,2820,208,226,67
