route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1379,102,127,40
100,1280,72,153,42
101,1392,76,141,37
11,1344,125,174,41
12,1606,131,305,56
2,875,45,91,19
400,859,55,135,19
7,1512,121,260,65
8A,2914,191,455,83
8B,2893,175,407,73
