route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1199,70,70,23
100,1156,77,100,34
101,1216,99,116,40
11,1157,74,83,23
12,1442,134,233,43
2,917,51,56,20
400,669,26,48,11
7,1343,98,156,33
8A,2528,212,236,79
8B,2492,176,224,52
