route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,495,37,41,6
100,555,92,49,7
101,566,76,38,7
11,462,35,25,10
12,527,34,38,8
2,354,5,14,0
400,37,0,1,0
7,495,51,55,3
8A,781,60,75,15
8B,798,45,62,13
