route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1272,118,123,29
100,1312,111,116,45
101,1392,113,117,37
11,1225,106,151,40
12,1269,134,187,61
2,687,39,53,15
400,719,31,66,15
7,1247,91,181,48
8A,2594,191,236,75
8B,2553,167,251,95
