route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,796,66,66,17
100,767,63,122,23
101,824,53,66,8
11,806,73,81,22
12,944,82,119,29
2,514,28,37,5
400,341,16,44,5
7,814,41,115,29
8A,1574,107,119,32
8B,1565,126,138,38
