route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1035,57,51,11
100,990,79,127,25
101,1060,117,114,25
11,1030,80,57,15
12,1202,102,149,13
2,765,52,62,9
400,29,2,2,0
7,1031,57,121,21
8A,1876,144,216,21
8B,1765,132,168,20
