route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,834,50,45,12
100,827,72,106,15
101,879,76,113,28
11,813,58,43,13
12,1177,103,105,17
2,701,37,45,4
400,28,0,0,0
7,990,38,110,14
8A,1685,114,120,15
8B,1609,99,121,12
