route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1061,58,83,7
100,963,67,104,15
101,972,63,92,9
11,961,75,58,12
12,1179,109,142,16
2,721,27,44,8
400,36,0,1,0
7,1062,71,123,21
8A,1835,144,154,19
8B,1721,129,165,18
