route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1435,97,151,35
100,1375,94,135,20
101,1387,109,150,29
11,1384,104,159,61
12,1432,127,240,46
2,1065,89,103,21
400,878,65,153,28
7,1588,116,205,43
8A,2908,229,390,70
8B,2854,217,347,70
