route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1327,122,74,23
100,1350,115,125,35
101,1434,131,152,58
11,1310,111,70,24
12,1653,243,235,47
2,955,63,52,7
400,802,38,76,7
7,1535,93,142,39
8A,2739,221,261,57
8B,2620,166,245,53
