route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1407,109,55,25
100,1316,109,135,35
101,1351,103,141,24
11,1321,129,70,16
12,1532,185,169,43
2,818,38,69,25
400,655,45,38,9
7,1375,76,117,33
8A,2756,227,229,63
8B,2652,209,199,54
