route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1623,140,143,47
100,1554,92,201,50
101,1643,112,201,33
11,1596,128,142,39
12,1545,237,239,58
2,962,45,100,14
400,993,55,171,28
7,1592,139,220,46
8A,3089,252,305,64
8B,2953,210,328,74
