route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1299,95,100,14
100,1179,58,112,29
101,1238,91,116,24
11,1234,108,80,25
12,1402,168,185,47
2,860,35,46,15
400,706,53,60,10
7,1284,82,162,48
8A,2386,144,263,56
8B,2375,185,252,44
