route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1389,107,94,32
100,1263,109,105,35
101,1302,77,139,31
11,1340,107,67,26
12,1427,180,207,52
2,979,34,59,11
400,686,35,40,4
7,1371,56,139,32
8A,2568,172,222,56
8B,2566,202,188,48
