route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,857,61,53,14
100,803,67,78,22
101,852,88,89,35
11,848,76,99,19
12,1103,107,196,40
2,636,31,40,10
400,399,13,47,3
7,969,43,156,23
8A,1702,146,166,42
8B,1661,163,150,35
