route_short_name,nearby_views,nearby_taps,tapped_routing_suggestions,go_trips
10,1342,107,61,19
100,1245,92,134,29
101,1351,83,94,28
11,1298,86,81,18
12,1547,199,232,52
2,913,43,76,28
400,740,34,86,23
7,1384,89,150,48
8A,2873,190,261,59
8B,2767,205,269,70
